"","Dune_Crest_Elevation","Lowest_Recent_Dune_Crest_Elevation","Island_Interior_Width","Narrowest_Recent_Island_Interior_Width","Beach_Width","Change_in_Dune_Crest_Elevation","Change_in_Island_Interior_Width","Change_in_Beach_Width","Shrub_Presence","Island_Name","Year","Transect_Number"
"Smith 2016 15",2.54423462,2.20553465,235.358149,235.358149,19.4127246155434,0.33869997,-3.95289016680112,85.641851,"Shrub","Smith",2016,15
"Smith 2016 16",2.47413975,2.14336646,296.919517,296.919517,10.8480465606853,0.33077329,-1.29243683594485,84.080483,"Shrub","Smith",2016,16
"Smith 2016 17",2.50348118,2.27810514,540.822938,540.822938,11.0640883923886,0.22537604,-3.85646803465725,96.177062,"Shrub","Smith",2016,17
"Smith 2016 18",2.46999362,2.10725948,513.261569,513.261569,7.73602058017491,0.36273414,-2.8450858803105,83.738431,"Non-shrub","Smith",2016,18
"Smith 2016 19",2.449366,2.32697165,518.21328,518.21328,4.42950854812622,0.12239435,-3.89832043092186,85.78672,"Shrub","Smith",2016,19
"Smith 2016 20",2.38832473,2.22565061,620.822938,620.822938,6.66485575428773,0.16267412,-7.21615355090818,106.177062,"Shrub","Smith",2016,20
"Smith 2016 21",2.38656407,2.12263907,931.627767,931.627767,8.91931909179065,0.263925,-0.0172629958123009,95.372233,"Shrub","Smith",2016,21
"Smith 2016 22",2.35014056,2.12164876,760.408451,760.408451,7.25868334839889,0.2284918,-1.07157702106028,101.591549,"Shrub","Smith",2016,22
"Smith 2016 23",2.42154279,2.19199698,694.408451,694.408451,6.05630560840756,0.22954581,-1.60904410756217,102.591549,"Shrub","Smith",2016,23
"Smith 2016 24",2.16795495,2.15077813,672.432596,672.432596,9.583423389993,-0.0893068800000001,-0.558465836971376,106.567404,"Shrub","Smith",2016,24
"Smith 2016 25",2.17617911,2.1555685,625.603622,625.603622,14.1810174451099,-0.28150225,-2.10045162951376,117.396378,"Shrub","Smith",2016,25
"Smith 2016 26",2.19431556,1.91082246,643.211268,643.211268,6.43351804872425,0.2834931,-5.95966337834879,95.788732,"Shrub","Smith",2016,26
"Smith 2016 27",2.36156161,2.09267196,876.283702,876.283702,17.790882320968,0.26888965,-0.25390320308108,94.716298,"Shrub","Smith",2016,27
"Smith 2016 28",2.34995948,2.26215249,844.209256,844.209256,9.43285534538784,0.0878069899999998,-0.113751603521731,68.790744,"Shrub","Smith",2016,28
"Smith 2016 29",2.5649217,2.1326023,845.2334,845.2334,7.24015122758352,0.4323194,-1.78403940927254,64.7666,"Shrub","Smith",2016,29
"Smith 2016 30",2.55729806,2.37015608,915.98994,915.98994,3.52996391033487,0.12875212,-2.59323338569825,81.01006,"Shrub","Smith",2016,30
"Smith 2016 31",2.45665004,2.30108822,722.185111,722.185111,7.60981600697643,0.15556182,-5.48712068947847,75.814889,"Shrub","Smith",2016,31
"Smith 2016 32",2.44755905,1.98564849,652.794769,652.794769,12.0559509872258,0.46191056,-6.91588293837687,67.205231,"Shrub","Smith",2016,32
"Smith 2016 33",2.35720279,2.092126,955.404427,955.404427,14.5421120339811,0.26507679,-0.150490331881859,71.595573,"Shrub","Smith",2016,33
"Smith 2016 34",2.54340894,1.9963443,847.98994,847.98994,14.9552227243674,0.54706464,-0.0955900442096049,75.01006,"Shrub","Smith",2016,34
"Smith 2016 35",2.28992329,2.14044625,808.404427,808.404427,12.619902656595,0.14947704,-0.652591063380233,73.595573,"Shrub","Smith",2016,35
"Smith 2016 36",2.00272735,1.9906255,762.185111,725.843058,10.6681283354676,-0.54764519,1.00137495563125,66.814889,"Shrub","Smith",2016,36
"Smith 2016 37",2.33908489,1.9190848,549.770624,524.501006,8.59864749716839,0.42000009,0.963567951669478,80.229376,"Shrub","Smith",2016,37
"Smith 2016 38",2.15312348,1.9328835,47.575453,47.575453,12.0251073669936,0.22023998,-17.8251271495362,77.424547,"Shrub","Smith",2016,38
"Smith 2016 39",2.16573548,1.95842865,354.98994,354.98994,10.0126987635466,0.20730683,-0.734561044925805,74.01006,"Shrub","Smith",2016,39
"Smith 2016 40",1.9481878,1.9481878,276.014085,263.768612,6.0225455162317,-0.81824595,0.928501151607839,70.985915,"Shrub","Smith",2016,40
"Smith 2016 41",2.09845042,1.83788264,160.818913,91.573441,6.99337558474604,-0.34340732,15.1234836747043,57.181087,"Shrub","Smith",2016,41
"Smith 2016 42",1.89474896,1.84994353,75.356137,75.356137,8.90931287643667,-0.0296779899999999,-5.88102238591908,65.643863,"Shrub","Smith",2016,42
"Smith 2016 43",1.99319409,1.91636847,48.160966,48.160966,11.1353053386401,-0.0828628200000001,-7.24637677321559,75.839034,"Non-shrub","Smith",2016,43
"Smith 2016 44",1.91948103,1.81685063,57.794769,57.794769,9.9202773951629,-0.0923977200000001,-5.89333064908097,59.205231,"Non-shrub","Smith",2016,44
"Smith 2016 45",1.68266995,1.68266995,51.331992,51.331992,19.8151797924802,-0.26450804,-6.95438737767401,73.668008,"Non-shrub","Smith",2016,45
"Smith 2016 46",1.87927959,1.78214429,54.94165,54.94165,26.4208793950036,0.0660541000000001,-6.24174931980527,72.05835,"Non-shrub","Smith",2016,46
"Smith 2016 47",1.81082547,1.65820665,55.722334,55.722334,27.1482544988184,0.15261882,-6.84183018083567,74.277666,"Non-shrub","Smith",2016,47
"Smith 2016 48",1.83751987,1.51450569,36.064386,36.064386,22.1498614908737,0.32301418,-10.2385361815297,80.935614,"Shrub","Smith",2016,48
"Smith 2016 49",1.84225001,1.72022287,13.698189,13.698189,19.7035663204134,0.12202714,-16.9314673590968,79.301811,"Shrub","Smith",2016,49
"Smith 2016 50",1.91133626,1.740768,24.307847,24.307847,24.3983358676319,0.17056826,-10.4426248873955,73.692153,"Shrub","Smith",2016,50
"Smith 2016 51",1.60161817,1.13748547,62.698189,17.28169,10.0112579489936,-0.0968010499999998,52.5602519198065,78.301811,"Non-shrub","Smith",2016,51
"Smith 2016 52",1.94307228,1.64153031,60.869215,55.476861,8.60265765861814,0.30154197,1.94400112147657,92.130785,"Non-shrub","Smith",2016,52
"Smith 2016 53",1.85346053,1.72207375,143.917505,19.867203,10.1011494078783,0.13138678,124.879483035433,97.082495,"Non-shrub","Smith",2016,53
"Smith 2016 54",1.61667755,1.35020069,53.796781,53.796781,11.7574619106836,0.24693746,-2.9976787914482,115.203219,"Non-shrub","Smith",2016,54
"Smith 2016 55",1.71111795,1.31979426,72.088531,26.476861,20.5240881422572,-0.0264411099999999,34.4539860673061,99.911469,"Non-shrub","Smith",2016,55
"Smith 2016 56",1.71394235,1.46927096,58.136821,24.647887,25.4218838302995,0.0314115099999999,27.1738782314281,92.863179,"Non-shrub","Smith",2016,56
"Smith 2016 57",1.76149879,1.34548377,126.356137,75.915493,23.6588121527157,0.0817841700000002,13.2886297662586,87.643863,"Non-shrub","Smith",2016,57
"Smith 2016 58",1.72498962,1.01650136,137.404427,137.036217,17.4311312020625,0.70848826,0.053739078334307,78.595573,"Non-shrub","Smith",2016,58
"Smith 2016 59",1.70195549,1.10222558,119.770624,66.136821,36.6313881503278,0.59972991,16.2190447587434,90.229376,"Non-shrub","Smith",2016,59
"Smith 2016 60",1.68818205,1.01034205,89.722334,86.551308,29.5346471382761,0.67784,0.732750566866068,102.277666,"Non-shrub","Smith",2016,60
"Smith 2016 61",1.68762867,1.17072733,108.818913,79.086519,20.0529958202229,0.51690134,7.51895376758206,87.181087,"Non-shrub","Smith",2016,61
"Smith 2016 62",1.67680187,1.28141806,90.038229,56.549296,7.53711605129228,0.2838267,11.8441555841827,84.961771,"Non-shrub","Smith",2016,62
"Smith 2016 63",1.70740885,1.29734136,79.843058,61.963783,7.9616946457888,0.41006749,5.77087909561623,88.156942,"Non-shrub","Smith",2016,63
"Smith 2016 64",1.72996879,1.24224637,87.086519,29.183099,29.0394331257093,0.22687302,39.6828451974891,93.913481,"Non-shrub","Smith",2016,64
"Smith 2016 65",1.76910837,1.52066278,52.476861,36.207243,47.0689659662624,0.14161692,8.98694109352651,99.523139,"Non-shrub","Smith",2016,65
"Smith 2016 66",1.70977395,1.50258623,69.963783,38.207243,31.7605025728696,0.20718772,16.6233088317835,86.036217,"Non-shrub","Smith",2016,66
"Smith 2016 67",1.77156093,1.44320953,93.867203,36.183099,40.3907344580882,0.3283514,31.8845569308477,106.132797,"Non-shrub","Smith",2016,67
"Smith 2016 68",1.80018056,1.34572645,124.549296,123.744467,30.1326644910804,0.44010352,0.130079189722481,91.450704,"Non-shrub","Smith",2016,68
"Smith 2016 69",1.82936243,1.3817662,75.963783,39.915493,22.4092274076706,0.44759623,18.0623047797506,95.036217,"Non-shrub","Smith",2016,69
"Smith 2016 70",2.13406256,1.60593941,27.086519,6.79275699999999,65.8627066699228,0.52812315,59.7511790867833,99.913481,"Non-shrub","Smith",2016,70
"Smith 2016 71",2.11982345,1.5521384,19.428571,19.428571,65.6021418501612,0.56768505,-11.9720652775707,107.571429,"Non-shrub","Smith",2016,71
"Smith 2016 72",2.0803323,1.65025387,39.672032,39.672032,51.2015216153352,0.43007843,-8.70636082143167,99.327968,"Non-shrub","Smith",2016,72
"Smith 2016 73",2.0404846,1.69612256,50.792757,24.963783,59.7805982401007,0.34436204,20.6931569626286,74.207243,"Non-shrub","Smith",2016,73
"Smith 2016 74",2.1598022,1.90541812,57.012072,17.498994,43.671564455689,0.25438408,45.1603995063944,69.987928,"Non-shrub","Smith",2016,74
"Smith 2016 75",1.92379465,1.65652155,69.012072,47.571429,45.4555767455607,0.2593404,9.01408406293618,68.987928,"Non-shrub","Smith",2016,75
"Smith 2016 76",1.91607694,1.61239909,101.426559,31.181087,79.1096041190058,0.26619034,45.0564613093828,68.573441,"Non-shrub","Smith",2016,76
"Smith 2016 77",1.75447461,1.70747015,55.62173,40.034205,74.3492094906717,0.00477665999999988,7.78710355307419,85.37827,"Non-shrub","Smith",2016,77
"Smith 2016 78",2.14209922,1.97469888,29.597586,29.597586,63.5222882323871,0.16740034,-13.9708172104471,107.402414,"Non-shrub","Smith",2016,78
"Smith 2016 79",2.25820882,1.77816436,69.37827,15.889336,99.0876627271888,0.48004446,67.3268335442086,93.62173,"Non-shrub","Smith",2016,79
"Smith 2016 80",1.93584853,1.52230806,53.792757,28.71831,79.754130720212,0.41354047,17.4623416210773,85.207243,"Non-shrub","Smith",2016,80
"Smith 2016 81",1.87755753,1.42233641,64.158954,25.889336,97.990886618474,0.3298204,29.5640011779368,69.841046,"Non-shrub","Smith",2016,81
"Smith 2016 82",1.84076615,1.45529461,28.720322,28.720322,52.435537892553,0.38547154,-13.9309934003991,75.279678,"Non-shrub","Smith",2016,82
"Smith 2016 83",1.83635596,1.59565261,20.501006,20.501006,53.4894956975776,0.24070335,-3.88963543012406,74.498994,"Non-shrub","Smith",2016,83
"Smith 2016 84",1.95547694,1.69922585,81.32998,14.231388,39.6342021028168,0.25625109,94.2966237727479,78.67002,"Non-shrub","Smith",2016,84
"Smith 2016 85",2.03663836,1.78609565,177.744467,68.450704,42.9024171441811,0.25054271,31.9335687182998,84.255533,"Non-shrub","Smith",2016,85
"Smith 2016 86",1.95810061,1.74881196,82.768612,13.474849,90.2239972913088,0.17540649,102.84903823412,75.231388,"Non-shrub","Smith",2016,86
"Smith 2016 87",1.85314416,1.47507783,144.37827,21.523139,65.1650722501619,0.21858056,114.160979028199,71.62173,"Non-shrub","Smith",2016,87
"Smith 2016 88",1.84610105,1.43207369,35.987928,35.987928,33.7073758496987,0.41402736,-9.18817620694307,88.012072,"Non-shrub","Smith",2016,88
"Smith 2016 89",1.95531238,1.59761596,26.915493,26.915493,23.2573146372327,0.31733147,-4.35164042559736,79.084507,"Non-shrub","Smith",2016,89
"Smith 2016 90",1.79506366,1.26952834,42.062374,18.303823,37.3445931605161,0.1176229,25.9602062366971,77.937626,"Non-shrub","Smith",2016,90
"Smith 2016 91",1.85770517,1.4663969,30.257545,21.450704,31.9856501071777,0.32204327,8.21123726288889,66.742455,"Non-shrub","Smith",2016,91
"Smith 2016 92",1.83141679,1.78344317,15.452716,15.452716,29.7827394730919,0.0108885400000001,-16.6711456482298,75.547284,"Non-shrub","Smith",2016,92
"Smith 2016 93",1.9554498,1.83938313,46.257545,46.257545,35.1040096395297,0.0663614100000001,-7.50407655215555,83.742455,"Non-shrub","Smith",2016,93
"Smith 2016 94",2.06024214,1.93354211,85.305835,18.37827,35.6689749435702,0.10933549,72.8333678850077,92.694165,"Non-shrub","Smith",2016,94
"Smith 2016 95",1.91014558,1.78240905,71.476861,26.865191,25.701454313049,0.12773653,33.2115040611474,80.523139,"Non-shrub","Smith",2016,95
"Smith 2016 96",2.07184441,1.80429946,95.014085,54.426559,17.3667809212239,0.26754495,14.9146029974079,81.985915,"Non-shrub","Smith",2016,96
"Smith 2016 97",1.88000184,1.87936743,51.185111,2.549296,43.3144210120769,-0.01686695,381.562713784512,73.814889,"Non-shrub","Smith",2016,97
"Smith 2016 98",1.61749257,1.6093003,43.965795,36.012072,30.362661240976,-0.27747704,4.41725374757666,67.034205,"Non-shrub","Smith",2016,98
"Smith 2016 99",1.59514522,1.59514522,47.98994,9.01207199999999,38.5697877479041,-0.37610014,86.5014571565785,65.01006,"Non-shrub","Smith",2016,99
"Smith 2016 100",1.64148875,1.52788486,9.57545300000001,9.57545300000001,66.3872746394826,-0.19894638,-15.136681728273,72.424547,"Non-shrub","Smith",2016,100
"Smith 2016 101",1.65102898,1.24980835,15.038229,15.038229,39.4651692531869,-0.27713949,-1.07129335045843,74.961771,"Non-shrub","Smith",2016,101
"Smith 2016 102",1.79192373,1.57391943,56.062374,56.062374,50.3997493801938,-0.08661389,-1.03073844417904,78.937626,"Non-shrub","Smith",2016,102
"Smith 2016 103",1.78383254,1.51180465,55.062374,55.062374,37.7032438775474,-0.122989,-9.00213004136896,90.937626,"Non-shrub","Smith",2016,103
"Smith 2016 104",1.77847594,1.3722298,95.891348,36.303823,43.358130276278,-0.0763356599999998,32.8271350375414,91.108652,"Non-shrub","Smith",2016,104
"Smith 2016 105",1.78440154,1.36414684,97.110664,18.303823,43.7862778264324,-0.10377849,86.1097061526437,95.889336,"Non-shrub","Smith",2016,105
"Smith 2016 106",1.84942339,1.33202084,139.744467,14.279678,59.9653450557821,0.22780541,175.724955422664,82.255533,"Non-shrub","Smith",2016,106
"Smith 2016 107",1.9406236,1.46896805,138.32998,11.060362,84.007083393444,0.45686736,230.136442188782,71.67002,"Non-shrub","Smith",2016,107
"Smith 2016 108",1.83048695,1.38934295,144.354125,37.913481,47.0311884985457,0.441144,56.1492330392981,70.645875,"Non-shrub","Smith",2016,108
"Smith 2016 109",1.8174023,1.41550614,118.573441,26.352113,30.8172768257012,0.11488075,69.9916002940637,65.426559,"Non-shrub","Smith",2016,109
"Smith 2016 110",1.80444438,1.53538865,130.37827,29.571429,46.8617987336903,0.11118526,68.1785388186685,67.62173,"Non-shrub","Smith",2016,110
"Smith 2016 111",1.96187754,1.65968725,132.134809,31.181087,51.0053330476274,0.24080156,64.7531768215778,70.865191,"Non-shrub","Smith",2016,111
"Smith 2016 112",1.66938693,1.51966016,115.209256,17.498994,89.787770469591,-0.0635527900000001,111.67529059099,62.790744,"Non-shrub","Smith",2016,112
"Myrtle 2016 6",1.86575235,1.60366684,-13.197183,-13.197183,19.6416724643079,-0.10172005,38.84507,94.197183,"Non-shrub","Myrtle",2016,6
"Myrtle 2016 7",1.99490592,1.22582716,-23.084507,-23.084507,153.950784108489,0.55424593,47.887324,94.084507,"Non-shrub","Myrtle",2016,7
"Myrtle 2016 8",1.95555035,0.979890482,-188.549296,-188.549296,79.6291957899443,0.851611388,11.971831,95.549296,"Non-shrub","Myrtle",2016,8
"Myrtle 2016 9",2.18669972,0.849993055,-19.943662,-20.647887,7.72430397453669,1.182019705,-0.704225000000008,109.943662,"Non-shrub","Myrtle",2016,9
"Myrtle 2016 10",2.09943758,0.684898691,76.098592,18.408451,-2.76950240973683,1.237749409,-57.690141,99.901408,"Non-shrub","Myrtle",2016,10
"Myrtle 2016 14",1.71834287,1.42215915,-106,-189,2.67137614407123,0.26868967,20.338028,214,"Non-shrub","Myrtle",2016,14
"Myrtle 2016 15",1.67894137,1.56894318,-40,-207,5.4861966801341,0.07899441,-3.32394400000001,199,"Non-shrub","Myrtle",2016,15
"Myrtle 2016 16",1.70249539,1.39295223,-65,-178,10.7963373072205,0.01842689,19.478874,175,"Non-shrub","Myrtle",2016,16
"Myrtle 2016 17",1.71036229,1.43495396,-63,-186,13.1587342412142,-0.0387816000000001,18.887324,152,"Non-shrub","Myrtle",2016,17
"Myrtle 2016 18",1.66164782,1.55263309,-33,-225,14.519254534903,-0.0628379700000001,-1.816901,122,"Non-shrub","Myrtle",2016,18
"Ship 2016 15",1.94884417,1.71756694,133.086519,133.086519,12.8722834940596,0.23127723,-81.70825,110.913481,"Shrub","Ship",2016,15
"Ship 2016 16",1.47151043,1.47151043,170.915493,141.869215,1.94498077512735,-0.20248128,29.046278,181.084507,"Non-shrub","Ship",2016,16
"Ship 2016 17",1.6745872,1.63749507,145.2334,128.334004,30.7804685503956,0.02815605,16.899396,209.7666,"Non-shrub","Ship",2016,17
"Ship 2016 18",1.62880453,1.61912477,109.551308,25.020121,62.9623539262158,-0.34635163,84.531187,85.448692,"Shrub","Ship",2016,18
"Ship 2016 19",1.71963549,1.61490715,99.89336,37.044266,47.5581976046099,-0.0311187800000001,62.849094,154.10664,"Shrub","Ship",2016,19
"Ship 2016 20",1.70114245,1.70114245,94.89336,49.020121,31.6993573176981,-0.01122209,45.873239,95.10664,"Non-shrub","Ship",2016,20
"Ship 2016 21",1.61075654,1.48262193,145.770624,64.605634,-5.57964876920897,-0.0497332100000001,81.16499,140.229376,"Non-shrub","Ship",2016,21
"Ship 2016 22",1.70723813,1.55107737,139.965795,77.971831,-5.44655136811506,0.000545999999999935,61.993964,132.034205,"Non-shrub","Ship",2016,22
"Ship 2016 23",1.60618003,1.35353939,126.356137,60.557344,-5.24019853694478,-0.0570719500000001,65.798793,137.643863,"Shrub","Ship",2016,23
"Ship 2016 24",1.473829,1.41678061,159.867203,69.72837,-8.86959941800638,-0.41560145,90.138833,129.132797,"Shrub","Ship",2016,24
"Ship 2016 25",1.47264414,1.28467536,133.480885,119.605634,-7.63755197045452,-1.05216196,13.875251,202.519115,"Shrub","Ship",2016,25
"Ship 2016 26",1.88312167,1.18482119,177.991952,128.947686,-1.85808862302077,-0.53546519,49.0442660000001,197.008048,"Shrub","Ship",2016,26
"Ship 2016 27",1.46060549,1.46060549,214.89336,111.070423,-3.28609367916359,-0.56714346,103.822937,180.10664,"Shrub","Ship",2016,27
"Wreck 2016 7",1.74953464,0.75715184,221.287726,148.080483,45.3566152115371,0.59980551,165.207243,73.712274,"Non-shrub","Wreck",2016,7
"Wreck 2016 8",1.76087555,0.888073382,163.798793,132.275654,30.6993122679652,0.64380205,122.523139,76.201207,"Non-shrub","Wreck",2016,8
"Wreck 2016 9",1.69115865,1.04788668,105.309859,105.309859,87.7414244096104,0.54403496,57.887324,72.690141,"Non-shrub","Wreck",2016,9
"Wreck 2016 10",1.77724996,0.981197227,96.162978,96.162978,-31.011778963842,0.71725905,-45.820925,74.837022,"Non-shrub","Wreck",2016,10
"Wreck 2016 11",1.91588168,0.975745283,624.382294,154.179074,-10.2575595636041,0.8843359,470.20322,86.617706,"Shrub","Wreck",2016,11
"Wreck 2016 12",1.95866163,1.0934272,585.454728,585.454728,-12.9170168483314,0.77670335,-272.334004,81.545272,"Shrub","Wreck",2016,12
"Wreck 2016 13",2.26764305,1.37810387,221.991952,221.991952,11.369527570367,0.88953918,-165.211267,102.008048,"Shrub","Wreck",2016,13
"Wreck 2016 14",2.71948696,2.08011816,230.185111,230.185111,13.0213909892455,0.6393688,-4.82897399999999,81.814889,"Shrub","Wreck",2016,14
"Wreck 2016 15",2.35320747,2.30530798,216.452716,216.452716,-2.50771224942844,0.0478994900000003,-59.778672,87.547284,"Shrub","Wreck",2016,15
"Wreck 2016 16",2.18948883,2.09586234,263.32998,263.32998,-5.10275130464945,0.0936264900000001,-47.706237,93.67002,"Shrub","Wreck",2016,16
"Wreck 2016 17",2.69908709,2.02799167,237.32998,237.32998,-6.87017279146897,0.67109542,-30,112.67002,"Shrub","Wreck",2016,17
"Wreck 2016 18",2.50902645,2.15495647,168.426559,168.426559,-4.81142812556602,0.35406998,-32.857143,110.573441,"Shrub","Wreck",2016,18
"Wreck 2016 19",2.81561099,2.14980537,271.060362,172.287726,-2.92914928013757,0.66580562,98.772636,115.939638,"Shrub","Wreck",2016,19
"Wreck 2016 20",2.67290422,1.46159627,223.498994,223.498994,-11.4028017811484,1.21130795,-20.342052,117.501006,"Shrub","Wreck",2016,20
"Wreck 2016 21",2.9025284,1.77016117,196.084507,196.084507,-12.7742158185856,1.13236723,-21.146881,125.915493,"Shrub","Wreck",2016,21
"Wreck 2016 22",3.20881243,1.74297749,221.231388,221.231388,12.7223440270881,1.46583494,-13.098592,138.768612,"Shrub","Wreck",2016,22
"Wreck 2016 23",2.80168869,1.790735,150.354125,150.354125,-10.9787626132637,1.01095369,-27.585513,144.645875,"Shrub","Wreck",2016,23
